date,district,lat,lon,cases,deaths,population,incidence_rate,cfr
2021-09-13,Chitungwiza,-18.0127,31.0758,5,0,354472,1.4105,0.0
2021-09-20,Chitungwiza,-18.0127,31.0758,2,0,354472,0.5642,0.0
2021-09-27,Chitungwiza,-18.0127,31.0758,1,0,354472,0.2821,0.0
2021-10-04,Chitungwiza,-18.0127,31.0758,4,0,354472,1.1284,0.0
2021-10-11,Chitungwiza,-18.0127,31.0758,8,0,354472,2.2569,0.0
2021-10-18,Chitungwiza,-18.0127,31.0758,4,0,354472,1.1284,0.0
2021-10-25,Chitungwiza,-18.0127,31.0758,7,0,354472,1.9748,0.0
2021-11-01,Chitungwiza,-18.0127,31.0758,36,0,354472,10.156,0.0
2021-11-08,Chitungwiza,-18.0127,31.0758,19,0,354472,5.3601,0.0
2021-11-15,Chitungwiza,-18.0127,31.0758,12,1,354472,3.3853,0.0833
2021-11-22,Chitungwiza,-18.0127,31.0758,29,1,354472,8.1812,0.0345
2021-11-29,Chitungwiza,-18.0127,31.0758,22,1,354472,6.2064,0.0455
2021-12-06,Chitungwiza,-18.0127,31.0758,32,0,354472,9.0275,0.0
2021-12-13,Chitungwiza,-18.0127,31.0758,9,1,354472,2.539,0.1111
2021-12-20,Chitungwiza,-18.0127,31.0758,3,0,354472,0.8463,0.0
2021-12-27,Chitungwiza,-18.0127,31.0758,12,0,354472,3.3853,0.0
2022-01-03,Chitungwiza,-18.0127,31.0758,11,0,354472,3.1032,0.0
2022-01-10,Chitungwiza,-18.0127,31.0758,20,0,354472,5.6422,0.0
2022-01-17,Chitungwiza,-18.0127,31.0758,6,0,354472,1.6927,0.0
2022-01-24,Chitungwiza,-18.0127,31.0758,4,0,354472,1.1284,0.0
2022-01-31,Chitungwiza,-18.0127,31.0758,17,0,354472,4.7959,0.0
2022-02-07,Chitungwiza,-18.0127,31.0758,8,0,354472,2.2569,0.0
2022-02-14,Chitungwiza,-18.0127,31.0758,7,0,354472,1.9748,0.0
2022-02-21,Chitungwiza,-18.0127,31.0758,4,1,354472,1.1284,0.25
2022-02-28,Chitungwiza,-18.0127,31.0758,14,0,354472,3.9495,0.0
2022-03-07,Chitungwiza,-18.0127,31.0758,12,1,354472,3.3853,0.0833
2022-03-14,Chitungwiza,-18.0127,31.0758,7,0,354472,1.9748,0.0
2022-03-21,Chitungwiza,-18.0127,31.0758,12,0,354472,3.3853,0.0
2022-03-28,Chitungwiza,-18.0127,31.0758,12,1,354472,3.3853,0.0833
2022-04-04,Chitungwiza,-18.0127,31.0758,8,0,354472,2.2569,0.0
2022-04-11,Chitungwiza,-18.0127,31.0758,7,0,354472,1.9748,0.0
2022-04-18,Chitungwiza,-18.0127,31.0758,5,0,354472,1.4105,0.0
2022-04-25,Chitungwiza,-18.0127,31.0758,8,0,354472,2.2569,0.0
2022-05-02,Chitungwiza,-18.0127,31.0758,7,0,354472,1.9748,0.0
2022-05-09,Chitungwiza,-18.0127,31.0758,12,0,354472,3.3853,0.0
2022-05-16,Chitungwiza,-18.0127,31.0758,3,0,354472,0.8463,0.0
2022-05-23,Chitungwiza,-18.0127,31.0758,9,0,354472,2.539,0.0
2022-05-30,Chitungwiza,-18.0127,31.0758,5,0,354472,1.4105,0.0
2022-06-06,Chitungwiza,-18.0127,31.0758,8,0,354472,2.2569,0.0
2022-06-13,Chitungwiza,-18.0127,31.0758,6,0,354472,1.6927,0.0
2022-06-20,Chitungwiza,-18.0127,31.0758,6,0,354472,1.6927,0.0
2022-06-27,Chitungwiza,-18.0127,31.0758,7,0,354472,1.9748,0.0
2022-07-04,Chitungwiza,-18.0127,31.0758,4,0,354472,1.1284,0.0
2022-07-11,Chitungwiza,-18.0127,31.0758,3,0,354472,0.8463,0.0
2022-07-18,Chitungwiza,-18.0127,31.0758,0,0,354472,0.0,0.0
2022-07-25,Chitungwiza,-18.0127,31.0758,1,0,354472,0.2821,0.0
2022-08-01,Chitungwiza,-18.0127,31.0758,5,0,354472,1.4105,0.0
2022-08-08,Chitungwiza,-18.0127,31.0758,0,0,354472,0.0,0.0
2022-08-15,Chitungwiza,-18.0127,31.0758,3,0,354472,0.8463,0.0
2022-08-22,Chitungwiza,-18.0127,31.0758,1,0,354472,0.2821,0.0
2022-08-29,Chitungwiza,-18.0127,31.0758,1,0,354472,0.2821,0.0
2022-09-05,Chitungwiza,-18.0127,31.0758,2,0,354472,0.5642,0.0
2022-09-12,Chitungwiza,-18.0127,31.0758,12,0,354472,3.3853,0.0
2022-09-19,Chitungwiza,-18.0127,31.0758,8,0,354472,2.2569,0.0
2022-09-26,Chitungwiza,-18.0127,31.0758,9,0,354472,2.539,0.0
2022-10-03,Chitungwiza,-18.0127,31.0758,9,0,354472,2.539,0.0
2022-10-10,Chitungwiza,-18.0127,31.0758,5,0,354472,1.4105,0.0
2022-10-17,Chitungwiza,-18.0127,31.0758,2,0,354472,0.5642,0.0
2022-10-24,Chitungwiza,-18.0127,31.0758,5,0,354472,1.4105,0.0
2022-10-31,Chitungwiza,-18.0127,31.0758,6,0,354472,1.6927,0.0
2022-11-07,Chitungwiza,-18.0127,31.0758,2,0,354472,0.5642,0.0
2022-11-14,Chitungwiza,-18.0127,31.0758,12,0,354472,3.3853,0.0
2022-11-21,Chitungwiza,-18.0127,31.0758,10,0,354472,2.8211,0.0
2022-11-28,Chitungwiza,-18.0127,31.0758,9,0,354472,2.539,0.0
2022-12-05,Chitungwiza,-18.0127,31.0758,9,0,354472,2.539,0.0
2022-12-12,Chitungwiza,-18.0127,31.0758,17,0,354472,4.7959,0.0
2022-12-19,Chitungwiza,-18.0127,31.0758,6,0,354472,1.6927,0.0
2022-12-26,Chitungwiza,-18.0127,31.0758,15,0,354472,4.2316,0.0
2023-01-02,Chitungwiza,-18.0127,31.0758,2,0,354472,0.5642,0.0
2023-01-09,Chitungwiza,-18.0127,31.0758,4,0,354472,1.1284,0.0
2023-01-16,Chitungwiza,-18.0127,31.0758,8,0,354472,2.2569,0.0
2023-01-23,Chitungwiza,-18.0127,31.0758,6,0,354472,1.6927,0.0
2023-01-30,Chitungwiza,-18.0127,31.0758,3,0,354472,0.8463,0.0
2023-02-06,Chitungwiza,-18.0127,31.0758,6,0,354472,1.6927,0.0
2023-02-13,Chitungwiza,-18.0127,31.0758,8,0,354472,2.2569,0.0
2023-02-20,Chitungwiza,-18.0127,31.0758,11,1,354472,3.1032,0.0909
2023-02-27,Chitungwiza,-18.0127,31.0758,9,0,354472,2.539,0.0
2023-03-06,Chitungwiza,-18.0127,31.0758,10,0,354472,2.8211,0.0
2023-03-13,Chitungwiza,-18.0127,31.0758,18,0,354472,5.078,0.0
2023-03-20,Chitungwiza,-18.0127,31.0758,4,0,354472,1.1284,0.0
2023-03-27,Chitungwiza,-18.0127,31.0758,6,0,354472,1.6927,0.0
2023-04-03,Chitungwiza,-18.0127,31.0758,27,0,354472,7.617,0.0
2023-04-10,Chitungwiza,-18.0127,31.0758,18,0,354472,5.078,0.0
2023-04-17,Chitungwiza,-18.0127,31.0758,23,0,354472,6.4885,0.0
2023-04-24,Chitungwiza,-18.0127,31.0758,17,1,354472,4.7959,0.0588
2023-05-01,Chitungwiza,-18.0127,31.0758,9,0,354472,2.539,0.0
2023-05-08,Chitungwiza,-18.0127,31.0758,17,1,354472,4.7959,0.0588
2023-05-15,Chitungwiza,-18.0127,31.0758,35,0,354472,9.8738,0.0
2023-05-22,Chitungwiza,-18.0127,31.0758,15,0,354472,4.2316,0.0
2023-05-29,Chitungwiza,-18.0127,31.0758,16,0,354472,4.5138,0.0
2023-06-05,Chitungwiza,-18.0127,31.0758,4,0,354472,1.1284,0.0
2023-06-12,Chitungwiza,-18.0127,31.0758,12,0,354472,3.3853,0.0
2023-06-19,Chitungwiza,-18.0127,31.0758,12,1,354472,3.3853,0.0833
2023-06-26,Chitungwiza,-18.0127,31.0758,8,0,354472,2.2569,0.0
2023-07-03,Chitungwiza,-18.0127,31.0758,13,0,354472,3.6674,0.0
2023-07-10,Chitungwiza,-18.0127,31.0758,2,0,354472,0.5642,0.0
2023-07-17,Chitungwiza,-18.0127,31.0758,17,1,354472,4.7959,0.0588
2023-07-24,Chitungwiza,-18.0127,31.0758,7,0,354472,1.9748,0.0
2023-07-31,Chitungwiza,-18.0127,31.0758,7,0,354472,1.9748,0.0
2023-08-07,Chitungwiza,-18.0127,31.0758,7,0,354472,1.9748,0.0
2023-08-14,Chitungwiza,-18.0127,31.0758,5,0,354472,1.4105,0.0
2023-08-21,Chitungwiza,-18.0127,31.0758,7,0,354472,1.9748,0.0
2023-08-28,Chitungwiza,-18.0127,31.0758,8,0,354472,2.2569,0.0
2023-09-04,Chitungwiza,-18.0127,31.0758,4,0,354472,1.1284,0.0
2023-09-11,Chitungwiza,-18.0127,31.0758,3,0,354472,0.8463,0.0
2023-09-18,Chitungwiza,-18.0127,31.0758,0,0,354472,0.0,0.0
2023-09-25,Chitungwiza,-18.0127,31.0758,8,0,354472,2.2569,0.0
2023-10-02,Chitungwiza,-18.0127,31.0758,1,0,354472,0.2821,0.0
2023-10-09,Chitungwiza,-18.0127,31.0758,4,0,354472,1.1284,0.0
2023-10-16,Chitungwiza,-18.0127,31.0758,1,0,354472,0.2821,0.0
2023-10-23,Chitungwiza,-18.0127,31.0758,2,0,354472,0.5642,0.0
2023-10-30,Chitungwiza,-18.0127,31.0758,24,0,354472,6.7706,0.0
2023-11-06,Chitungwiza,-18.0127,31.0758,13,0,354472,3.6674,0.0
2023-11-13,Chitungwiza,-18.0127,31.0758,10,0,354472,2.8211,0.0
2023-11-20,Chitungwiza,-18.0127,31.0758,7,0,354472,1.9748,0.0
2023-11-27,Chitungwiza,-18.0127,31.0758,8,0,354472,2.2569,0.0
2023-12-04,Chitungwiza,-18.0127,31.0758,13,0,354472,3.6674,0.0
2023-12-11,Chitungwiza,-18.0127,31.0758,12,0,354472,3.3853,0.0
2023-12-18,Chitungwiza,-18.0127,31.0758,9,0,354472,2.539,0.0
2023-12-25,Chitungwiza,-18.0127,31.0758,4,0,354472,1.1284,0.0
2024-01-01,Chitungwiza,-18.0127,31.0758,10,0,354472,2.8211,0.0
2024-01-08,Chitungwiza,-18.0127,31.0758,6,0,354472,1.6927,0.0
2024-01-15,Chitungwiza,-18.0127,31.0758,4,0,354472,1.1284,0.0
2024-01-22,Chitungwiza,-18.0127,31.0758,2,0,354472,0.5642,0.0
2024-01-29,Chitungwiza,-18.0127,31.0758,4,0,354472,1.1284,0.0
2024-02-05,Chitungwiza,-18.0127,31.0758,0,0,354472,0.0,0.0
2024-02-12,Chitungwiza,-18.0127,31.0758,6,0,354472,1.6927,0.0
2024-02-19,Chitungwiza,-18.0127,31.0758,10,0,354472,2.8211,0.0
2024-02-26,Chitungwiza,-18.0127,31.0758,5,0,354472,1.4105,0.0
2024-03-04,Chitungwiza,-18.0127,31.0758,1,0,354472,0.2821,0.0
2024-03-11,Chitungwiza,-18.0127,31.0758,10,0,354472,2.8211,0.0
2024-03-18,Chitungwiza,-18.0127,31.0758,6,0,354472,1.6927,0.0
2024-03-25,Chitungwiza,-18.0127,31.0758,14,0,354472,3.9495,0.0
2024-04-01,Chitungwiza,-18.0127,31.0758,4,0,354472,1.1284,0.0
2024-04-08,Chitungwiza,-18.0127,31.0758,13,0,354472,3.6674,0.0
2024-04-15,Chitungwiza,-18.0127,31.0758,14,0,354472,3.9495,0.0
2024-04-22,Chitungwiza,-18.0127,31.0758,8,0,354472,2.2569,0.0
2024-04-29,Chitungwiza,-18.0127,31.0758,17,0,354472,4.7959,0.0
2024-05-06,Chitungwiza,-18.0127,31.0758,7,0,354472,1.9748,0.0
2024-05-13,Chitungwiza,-18.0127,31.0758,7,0,354472,1.9748,0.0
2024-05-20,Chitungwiza,-18.0127,31.0758,5,0,354472,1.4105,0.0
2024-05-27,Chitungwiza,-18.0127,31.0758,17,0,354472,4.7959,0.0
2024-06-03,Chitungwiza,-18.0127,31.0758,7,0,354472,1.9748,0.0
2024-06-10,Chitungwiza,-18.0127,31.0758,2,0,354472,0.5642,0.0
2024-06-17,Chitungwiza,-18.0127,31.0758,7,0,354472,1.9748,0.0
2024-06-24,Chitungwiza,-18.0127,31.0758,8,0,354472,2.2569,0.0
2024-07-01,Chitungwiza,-18.0127,31.0758,12,0,354472,3.3853,0.0
2024-07-08,Chitungwiza,-18.0127,31.0758,4,0,354472,1.1284,0.0
2024-07-15,Chitungwiza,-18.0127,31.0758,5,0,354472,1.4105,0.0
2024-07-22,Chitungwiza,-18.0127,31.0758,4,0,354472,1.1284,0.0
2024-07-29,Chitungwiza,-18.0127,31.0758,0,0,354472,0.0,0.0
2024-08-05,Chitungwiza,-18.0127,31.0758,1,0,354472,0.2821,0.0
2024-08-12,Chitungwiza,-18.0127,31.0758,4,0,354472,1.1284,0.0
2024-08-19,Chitungwiza,-18.0127,31.0758,2,0,354472,0.5642,0.0
2024-08-26,Chitungwiza,-18.0127,31.0758,3,0,354472,0.8463,0.0
2024-09-02,Chitungwiza,-18.0127,31.0758,3,0,354472,0.8463,0.0
2024-09-09,Chitungwiza,-18.0127,31.0758,3,0,354472,0.8463,0.0
2024-09-16,Chitungwiza,-18.0127,31.0758,13,0,354472,3.6674,0.0
2024-09-23,Chitungwiza,-18.0127,31.0758,2,0,354472,0.5642,0.0
2024-09-30,Chitungwiza,-18.0127,31.0758,11,0,354472,3.1032,0.0
2024-10-07,Chitungwiza,-18.0127,31.0758,6,0,354472,1.6927,0.0
2024-10-14,Chitungwiza,-18.0127,31.0758,12,0,354472,3.3853,0.0
2024-10-21,Chitungwiza,-18.0127,31.0758,6,0,354472,1.6927,0.0
2024-10-28,Chitungwiza,-18.0127,31.0758,9,0,354472,2.539,0.0
2024-11-04,Chitungwiza,-18.0127,31.0758,19,0,354472,5.3601,0.0
2024-11-11,Chitungwiza,-18.0127,31.0758,11,0,354472,3.1032,0.0
2024-11-18,Chitungwiza,-18.0127,31.0758,14,1,354472,3.9495,0.0714
2024-11-25,Chitungwiza,-18.0127,31.0758,13,0,354472,3.6674,0.0
2024-12-02,Chitungwiza,-18.0127,31.0758,13,0,354472,3.6674,0.0
2024-12-09,Chitungwiza,-18.0127,31.0758,16,0,354472,4.5138,0.0
2024-12-16,Chitungwiza,-18.0127,31.0758,11,0,354472,3.1032,0.0
2024-12-23,Chitungwiza,-18.0127,31.0758,11,0,354472,3.1032,0.0
2024-12-30,Chitungwiza,-18.0127,31.0758,6,0,354472,1.6927,0.0
2025-01-06,Chitungwiza,-18.0127,31.0758,12,0,354472,3.3853,0.0
2025-01-13,Chitungwiza,-18.0127,31.0758,7,0,354472,1.9748,0.0
2025-01-20,Chitungwiza,-18.0127,31.0758,6,0,354472,1.6927,0.0
2025-01-27,Chitungwiza,-18.0127,31.0758,4,0,354472,1.1284,0.0
2025-02-03,Chitungwiza,-18.0127,31.0758,1,0,354472,0.2821,0.0
2025-02-10,Chitungwiza,-18.0127,31.0758,1,0,354472,0.2821,0.0
2025-02-17,Chitungwiza,-18.0127,31.0758,4,0,354472,1.1284,0.0
2025-02-24,Chitungwiza,-18.0127,31.0758,4,0,354472,1.1284,0.0
2025-03-03,Chitungwiza,-18.0127,31.0758,1,0,354472,0.2821,0.0
2025-03-10,Chitungwiza,-18.0127,31.0758,5,0,354472,1.4105,0.0
2025-03-17,Chitungwiza,-18.0127,31.0758,15,0,354472,4.2316,0.0
2025-03-24,Chitungwiza,-18.0127,31.0758,11,0,354472,3.1032,0.0
2025-03-31,Chitungwiza,-18.0127,31.0758,12,0,354472,3.3853,0.0
2025-04-07,Chitungwiza,-18.0127,31.0758,6,0,354472,1.6927,0.0
2025-04-14,Chitungwiza,-18.0127,31.0758,10,0,354472,2.8211,0.0
2025-04-21,Chitungwiza,-18.0127,31.0758,8,0,354472,2.2569,0.0
2025-04-28,Chitungwiza,-18.0127,31.0758,13,0,354472,3.6674,0.0
2025-05-05,Chitungwiza,-18.0127,31.0758,4,0,354472,1.1284,0.0
2025-05-12,Chitungwiza,-18.0127,31.0758,13,0,354472,3.6674,0.0
2025-05-19,Chitungwiza,-18.0127,31.0758,5,0,354472,1.4105,0.0
2025-05-26,Chitungwiza,-18.0127,31.0758,5,0,354472,1.4105,0.0
2025-06-02,Chitungwiza,-18.0127,31.0758,10,0,354472,2.8211,0.0
2025-06-09,Chitungwiza,-18.0127,31.0758,7,0,354472,1.9748,0.0
2025-06-16,Chitungwiza,-18.0127,31.0758,1,0,354472,0.2821,0.0
2025-06-23,Chitungwiza,-18.0127,31.0758,3,0,354472,0.8463,0.0
2025-06-30,Chitungwiza,-18.0127,31.0758,7,0,354472,1.9748,0.0
2025-07-07,Chitungwiza,-18.0127,31.0758,4,0,354472,1.1284,0.0
2025-07-14,Chitungwiza,-18.0127,31.0758,4,0,354472,1.1284,0.0
2025-07-21,Chitungwiza,-18.0127,31.0758,2,0,354472,0.5642,0.0
2025-07-28,Chitungwiza,-18.0127,31.0758,4,0,354472,1.1284,0.0
2025-08-04,Chitungwiza,-18.0127,31.0758,3,0,354472,0.8463,0.0
2025-08-11,Chitungwiza,-18.0127,31.0758,4,0,354472,1.1284,0.0
2025-08-18,Chitungwiza,-18.0127,31.0758,5,0,354472,1.4105,0.0
2025-08-25,Chitungwiza,-18.0127,31.0758,1,0,354472,0.2821,0.0
2025-09-01,Chitungwiza,-18.0127,31.0758,0,0,354472,0.0,0.0
2025-09-08,Chitungwiza,-18.0127,31.0758,7,0,354472,1.9748,0.0
2025-09-15,Chitungwiza,-18.0127,31.0758,4,0,354472,1.1284,0.0
2025-09-22,Chitungwiza,-18.0127,31.0758,5,0,354472,1.4105,0.0
2025-09-29,Chitungwiza,-18.0127,31.0758,11,0,354472,3.1032,0.0
2025-10-06,Chitungwiza,-18.0127,31.0758,8,0,354472,2.2569,0.0
2025-10-13,Chitungwiza,-18.0127,31.0758,5,0,354472,1.4105,0.0
2025-10-20,Chitungwiza,-18.0127,31.0758,15,0,354472,4.2316,0.0
2025-10-27,Chitungwiza,-18.0127,31.0758,8,0,354472,2.2569,0.0
2025-11-03,Chitungwiza,-18.0127,31.0758,2,0,354472,0.5642,0.0
2025-11-10,Chitungwiza,-18.0127,31.0758,8,0,354472,2.2569,0.0
2025-11-17,Chitungwiza,-18.0127,31.0758,15,0,354472,4.2316,0.0
2025-11-24,Chitungwiza,-18.0127,31.0758,4,0,354472,1.1284,0.0
2025-12-01,Chitungwiza,-18.0127,31.0758,3,0,354472,0.8463,0.0
2025-12-08,Chitungwiza,-18.0127,31.0758,9,0,354472,2.539,0.0
2025-12-15,Chitungwiza,-18.0127,31.0758,5,0,354472,1.4105,0.0
2025-12-22,Chitungwiza,-18.0127,31.0758,12,0,354472,3.3853,0.0
2025-12-29,Chitungwiza,-18.0127,31.0758,12,0,354472,3.3853,0.0
2018-01-01,Gweru,-19.45,29.8167,2,0,157400,1.2706,0.0
2018-01-08,Gweru,-19.45,29.8167,1,0,157400,0.6353,0.0
2018-01-15,Gweru,-19.45,29.8167,0,0,157400,0.0,0.0
2018-01-22,Gweru,-19.45,29.8167,1,0,157400,0.6353,0.0
2018-01-29,Gweru,-19.45,29.8167,3,0,157400,1.906,0.0
2018-02-05,Gweru,-19.45,29.8167,2,0,157400,1.2706,0.0
2018-02-12,Gweru,-19.45,29.8167,0,0,157400,0.0,0.0
2018-02-19,Gweru,-19.45,29.8167,1,0,157400,0.6353,0.0
2018-02-26,Gweru,-19.45,29.8167,2,0,157400,1.2706,0.0
2018-03-05,Gweru,-19.45,29.8167,1,0,157400,0.6353,0.0
2018-03-12,Gweru,-19.45,29.8167,0,0,157400,0.0,0.0
2018-03-19,Gweru,-19.45,29.8167,9,0,157400,5.7179,0.0
2018-03-26,Gweru,-19.45,29.8167,4,0,157400,2.5413,0.0
2018-04-02,Gweru,-19.45,29.8167,1,0,157400,0.6353,0.0
2018-04-09,Gweru,-19.45,29.8167,2,0,157400,1.2706,0.0
2018-04-16,Gweru,-19.45,29.8167,8,0,157400,5.0826,0.0
2018-04-23,Gweru,-19.45,29.8167,1,0,157400,0.6353,0.0
2018-04-30,Gweru,-19.45,29.8167,5,0,157400,3.1766,0.0
2018-05-07,Gweru,-19.45,29.8167,1,0,157400,0.6353,0.0
2018-05-14,Gweru,-19.45,29.8167,3,0,157400,1.906,0.0
2018-05-21,Gweru,-19.45,29.8167,4,0,157400,2.5413,0.0
2018-05-28,Gweru,-19.45,29.8167,3,0,157400,1.906,0.0
2018-06-04,Gweru,-19.45,29.8167,1,0,157400,0.6353,0.0
2018-06-11,Gweru,-19.45,29.8167,0,0,157400,0.0,0.0
2018-06-18,Gweru,-19.45,29.8167,1,0,157400,0.6353,0.0
2018-06-25,Gweru,-19.45,29.8167,1,0,157400,0.6353,0.0
2018-07-02,Gweru,-19.45,29.8167,1,0,157400,0.6353,0.0
2018-07-09,Gweru,-19.45,29.8167,2,0,157400,1.2706,0.0
2018-07-16,Gweru,-19.45,29.8167,2,0,157400,1.2706,0.0
2018-07-23,Gweru,-19.45,29.8167,2,0,157400,1.2706,0.0
2018-07-30,Gweru,-19.45,29.8167,1,0,157400,0.6353,0.0
2018-08-06,Gweru,-19.45,29.8167,0,0,157400,0.0,0.0
2018-08-13,Gweru,-19.45,29.8167,2,0,157400,1.2706,0.0
2018-08-20,Gweru,-19.45,29.8167,1,0,157400,0.6353,0.0
2018-08-27,Gweru,-19.45,29.8167,6,0,157400,3.8119,0.0
2018-09-03,Gweru,-19.45,29.8167,6,0,157400,3.8119,0.0
2018-09-10,Gweru,-19.45,29.8167,5,0,157400,3.1766,0.0
2018-09-17,Gweru,-19.45,29.8167,8,0,157400,5.0826,0.0
2018-09-24,Gweru,-19.45,29.8167,11,0,157400,6.9886,0.0
2018-10-01,Gweru,-19.45,29.8167,20,0,157400,12.7065,0.0
2018-10-08,Gweru,-19.45,29.8167,2,0,157400,1.2706,0.0
2018-10-15,Gweru,-19.45,29.8167,9,0,157400,5.7179,0.0
2018-10-22,Gweru,-19.45,29.8167,6,0,157400,3.8119,0.0
2018-10-29,Gweru,-19.45,29.8167,12,1,157400,7.6239,0.0833
2018-11-05,Gweru,-19.45,29.8167,10,0,157400,6.3532,0.0
2018-11-12,Gweru,-19.45,29.8167,10,0,157400,6.3532,0.0
2018-11-19,Gweru,-19.45,29.8167,11,0,157400,6.9886,0.0
2018-11-26,Gweru,-19.45,29.8167,12,0,157400,7.6239,0.0
2018-12-03,Gweru,-19.45,29.8167,10,0,157400,6.3532,0.0
2018-12-10,Gweru,-19.45,29.8167,10,1,157400,6.3532,0.1
2018-12-17,Gweru,-19.45,29.8167,6,0,157400,3.8119,0.0
2018-12-24,Gweru,-19.45,29.8167,1,0,157400,0.6353,0.0
2018-12-31,Gweru,-19.45,29.8167,10,0,157400,6.3532,0.0
2019-01-07,Gweru,-19.45,29.8167,5,0,157400,3.1766,0.0
2019-01-14,Gweru,-19.45,29.8167,8,0,157400,5.0826,0.0
2019-01-21,Gweru,-19.45,29.8167,5,0,157400,3.1766,0.0
2019-01-28,Gweru,-19.45,29.8167,5,0,157400,3.1766,0.0
2019-02-04,Gweru,-19.45,29.8167,4,0,157400,2.5413,0.0
2019-02-11,Gweru,-19.45,29.8167,9,0,157400,5.7179,0.0
2019-02-18,Gweru,-19.45,29.8167,7,0,157400,4.4473,0.0
2019-02-25,Gweru,-19.45,29.8167,4,0,157400,2.5413,0.0
2019-03-04,Gweru,-19.45,29.8167,18,0,157400,11.4358,0.0
2019-03-11,Gweru,-19.45,29.8167,10,0,157400,6.3532,0.0
2019-03-18,Gweru,-19.45,29.8167,6,0,157400,3.8119,0.0
2019-03-25,Gweru,-19.45,29.8167,16,1,157400,10.1652,0.0625
2019-04-01,Gweru,-19.45,29.8167,13,0,157400,8.2592,0.0
2019-04-08,Gweru,-19.45,29.8167,13,0,157400,8.2592,0.0
2019-04-15,Gweru,-19.45,29.8167,17,0,157400,10.8005,0.0
2019-04-22,Gweru,-19.45,29.8167,9,1,157400,5.7179,0.1111
2019-04-29,Gweru,-19.45,29.8167,10,0,157400,6.3532,0.0
2019-05-06,Gweru,-19.45,29.8167,12,0,157400,7.6239,0.0
2019-05-13,Gweru,-19.45,29.8167,6,0,157400,3.8119,0.0
2019-05-20,Gweru,-19.45,29.8167,13,0,157400,8.2592,0.0
2019-05-27,Gweru,-19.45,29.8167,5,0,157400,3.1766,0.0
2019-06-03,Gweru,-19.45,29.8167,0,0,157400,0.0,0.0
2019-06-10,Gweru,-19.45,29.8167,8,0,157400,5.0826,0.0
2019-06-17,Gweru,-19.45,29.8167,9,0,157400,5.7179,0.0
2019-06-24,Gweru,-19.45,29.8167,5,0,157400,3.1766,0.0
2019-07-01,Gweru,-19.45,29.8167,1,0,157400,0.6353,0.0
2019-07-08,Gweru,-19.45,29.8167,0,0,157400,0.0,0.0
2019-07-15,Gweru,-19.45,29.8167,3,0,157400,1.906,0.0
2019-07-22,Gweru,-19.45,29.8167,1,0,157400,0.6353,0.0
2019-07-29,Gweru,-19.45,29.8167,1,0,157400,0.6353,0.0
2019-08-05,Gweru,-19.45,29.8167,0,0,157400,0.0,0.0
2019-08-12,Gweru,-19.45,29.8167,3,0,157400,1.906,0.0
2019-08-19,Gweru,-19.45,29.8167,1,0,157400,0.6353,0.0
2019-08-26,Gweru,-19.45,29.8167,2,0,157400,1.2706,0.0
2019-09-02,Gweru,-19.45,29.8167,0,0,157400,0.0,0.0
2019-09-09,Gweru,-19.45,29.8167,0,0,157400,0.0,0.0
2019-09-16,Gweru,-19.45,29.8167,1,0,157400,0.6353,0.0
2019-09-23,Gweru,-19.45,29.8167,0,0,157400,0.0,0.0
2019-09-30,Gweru,-19.45,29.8167,0,0,157400,0.0,0.0
2019-10-07,Gweru,-19.45,29.8167,1,0,157400,0.6353,0.0
2019-10-14,Gweru,-19.45,29.8167,3,0,157400,1.906,0.0
2019-10-21,Gweru,-19.45,29.8167,2,0,157400,1.2706,0.0
2019-10-28,Gweru,-19.45,29.8167,1,0,157400,0.6353,0.0
2019-11-04,Gweru,-19.45,29.8167,6,0,157400,3.8119,0.0
2019-11-11,Gweru,-19.45,29.8167,6,0,157400,3.8119,0.0
2019-11-18,Gweru,-19.45,29.8167,4,0,157400,2.5413,0.0
2019-11-25,Gweru,-19.45,29.8167,1,0,157400,0.6353,0.0
2019-12-02,Gweru,-19.45,29.8167,6,0,157400,3.8119,0.0
2019-12-09,Gweru,-19.45,29.8167,3,0,157400,1.906,0.0
2019-12-16,Gweru,-19.45,29.8167,0,0,157400,0.0,0.0
2019-12-23,Gweru,-19.45,29.8167,3,0,157400,1.906,0.0
2019-12-30,Gweru,-19.45,29.8167,0,0,157400,0.0,0.0
2020-01-06,Gweru,-19.45,29.8167,2,0,157400,1.2706,0.0
2020-01-13,Gweru,-19.45,29.8167,4,0,157400,2.5413,0.0
2020-01-20,Gweru,-19.45,29.8167,9,0,157400,5.7179,0.0
2020-01-27,Gweru,-19.45,29.8167,2,0,157400,1.2706,0.0
2020-02-03,Gweru,-19.45,29.8167,4,0,157400,2.5413,0.0
2020-02-10,Gweru,-19.45,29.8167,2,0,157400,1.2706,0.0
2020-02-17,Gweru,-19.45,29.8167,4,0,157400,2.5413,0.0
2020-02-24,Gweru,-19.45,29.8167,1,0,157400,0.6353,0.0
2020-03-02,Gweru,-19.45,29.8167,6,0,157400,3.8119,0.0
2020-03-09,Gweru,-19.45,29.8167,1,0,157400,0.6353,0.0
2020-03-16,Gweru,-19.45,29.8167,4,0,157400,2.5413,0.0
2020-03-23,Gweru,-19.45,29.8167,3,0,157400,1.906,0.0
2020-03-30,Gweru,-19.45,29.8167,6,0,157400,3.8119,0.0
2020-04-06,Gweru,-19.45,29.8167,3,0,157400,1.906,0.0
