date,district,temperature_c,rainfall_mm,humidity_pct
2022-05-23,Chitungwiza,29.42,0.706,42.84
2022-05-24,Chitungwiza,26.33,0.149,39.42
2022-05-25,Chitungwiza,29.06,1.156,47.8
2022-05-26,Chitungwiza,26.92,0.065,44.44
2022-05-27,Chitungwiza,27.33,0.146,49.62
2022-05-28,Chitungwiza,29.33,0.982,46.45
2022-05-29,Chitungwiza,27.75,1.134,49.67
2022-05-30,Chitungwiza,22.57,1.626,43.03
2022-05-31,Chitungwiza,27.77,0.836,42.52
2022-06-01,Chitungwiza,25.79,0.214,38.53
2022-06-02,Chitungwiza,27.57,1.13,51.26
2022-06-03,Chitungwiza,29.44,1.196,51.99
2022-06-04,Chitungwiza,27.97,1.168,47.2
2022-06-05,Chitungwiza,27.94,0.528,42.86
2022-06-06,Chitungwiza,24.65,0.579,39.79
2022-06-07,Chitungwiza,27.24,0.499,40.64
2022-06-08,Chitungwiza,28.91,2.412,46.48
2022-06-09,Chitungwiza,26.58,1.484,50.99
2022-06-10,Chitungwiza,25.84,1.815,51.9
2022-06-11,Chitungwiza,25.98,0.179,41.9
2022-06-12,Chitungwiza,28.43,0.222,36.06
2022-06-13,Chitungwiza,26.95,0.226,37.85
2022-06-14,Chitungwiza,25.54,0.544,47.99
2022-06-15,Chitungwiza,28.69,1.066,56.38
2022-06-16,Chitungwiza,28.11,0.138,41.83
2022-06-17,Chitungwiza,28.26,0.005,35.18
2022-06-18,Chitungwiza,28.08,0.037,41.81
2022-06-19,Chitungwiza,26.91,0.159,50.12
2022-06-20,Chitungwiza,26.83,1.412,49.05
2022-06-21,Chitungwiza,24.16,0.118,45.23
2022-06-22,Chitungwiza,30.76,0.02,41.19
2022-06-23,Chitungwiza,28.82,0.263,46.17
2022-06-24,Chitungwiza,27.75,0.484,36.52
2022-06-25,Chitungwiza,24.37,0.467,37.43
2022-06-26,Chitungwiza,24.88,0.057,36.91
2022-06-27,Chitungwiza,26.6,0.012,41.06
2022-06-28,Chitungwiza,26.5,0.085,43.66
2022-06-29,Chitungwiza,25.32,1.008,45.18
2022-06-30,Chitungwiza,27.49,0.312,42.81
2022-07-01,Chitungwiza,26.82,0.153,42.2
2022-07-02,Chitungwiza,24.06,0.326,37.88
2022-07-03,Chitungwiza,23.46,0.037,37.7
2022-07-04,Chitungwiza,30.48,0.258,45.88
2022-07-05,Chitungwiza,25.36,0.173,54.19
2022-07-06,Chitungwiza,24.96,0.291,51.4
2022-07-07,Chitungwiza,24.76,0.079,40.53
2022-07-08,Chitungwiza,24.45,0.513,38.14
2022-07-09,Chitungwiza,26.88,0.36,47.17
2022-07-10,Chitungwiza,25.35,0.696,50.02
2022-07-11,Chitungwiza,23.46,0.833,48.62
2022-07-12,Chitungwiza,26.74,0.114,45.49
2022-07-13,Chitungwiza,24.89,0.803,45.17
2022-07-14,Chitungwiza,24.2,0.11,44.99
2022-07-15,Chitungwiza,24.62,0.157,43.65
2022-07-16,Chitungwiza,26.12,0.434,44.8
2022-07-17,Chitungwiza,24.89,0.211,31.51
2022-07-18,Chitungwiza,23.71,0.742,50.43
2022-07-19,Chitungwiza,24.8,0.053,33.01
2022-07-20,Chitungwiza,24.25,0.197,41.2
2022-07-21,Chitungwiza,25.99,1.224,46.63
2022-07-22,Chitungwiza,25.75,0.526,39.27
2022-07-23,Chitungwiza,25.39,1.341,55.55
2022-07-24,Chitungwiza,21.85,0.439,51.36
2022-07-25,Chitungwiza,27.5,0.274,47.6
2022-07-26,Chitungwiza,25.62,0.464,45.73
2022-07-27,Chitungwiza,23.08,0.671,47.26
2022-07-28,Chitungwiza,25.14,0.253,41.21
2022-07-29,Chitungwiza,22.43,0.129,38.82
2022-07-30,Chitungwiza,25.24,0.259,35.66
2022-07-31,Chitungwiza,26.62,0.312,46.83
2022-08-01,Chitungwiza,24.88,0.008,42.25
2022-08-02,Chitungwiza,24.58,0.09,38.51
2022-08-03,Chitungwiza,25.13,0.011,40.68
2022-08-04,Chitungwiza,24.27,0.144,36.02
2022-08-05,Chitungwiza,23.9,0.089,49.7
2022-08-06,Chitungwiza,24.41,0.513,38.29
2022-08-07,Chitungwiza,24.27,0.617,50.4
2022-08-08,Chitungwiza,21.78,0.175,45.13
2022-08-09,Chitungwiza,25.81,0.066,38.75
2022-08-10,Chitungwiza,21.72,0.028,40.85
2022-08-11,Chitungwiza,23.01,0.015,46.55
2022-08-12,Chitungwiza,25.0,0.52,35.47
2022-08-13,Chitungwiza,21.74,0.268,42.06
2022-08-14,Chitungwiza,22.19,0.618,39.41
2022-08-15,Chitungwiza,25.82,0.216,33.87
2022-08-16,Chitungwiza,20.91,0.013,42.17
2022-08-17,Chitungwiza,21.55,0.005,40.46
2022-08-18,Chitungwiza,24.88,0.233,41.03
2022-08-19,Chitungwiza,23.72,0.748,49.06
2022-08-20,Chitungwiza,22.93,0.376,47.07
2022-08-21,Chitungwiza,22.9,0.467,48.63
2022-08-22,Chitungwiza,21.98,0.392,35.14
2022-08-23,Chitungwiza,22.73,0.042,31.71
2022-08-24,Chitungwiza,21.09,0.097,40.04
2022-08-25,Chitungwiza,22.0,0.066,39.98
2022-08-26,Chitungwiza,22.41,0.72,46.79
2022-08-27,Chitungwiza,19.74,0.135,38.53
2022-08-28,Chitungwiza,22.49,0.016,36.18
2022-08-29,Chitungwiza,22.9,0.549,49.18
2022-08-30,Chitungwiza,20.16,0.043,48.25
2022-08-31,Chitungwiza,22.78,0.857,48.34
2022-09-01,Chitungwiza,21.83,0.391,39.9
2022-09-02,Chitungwiza,21.09,0.604,51.48
2022-09-03,Chitungwiza,21.92,0.071,44.51
2022-09-04,Chitungwiza,18.99,0.272,39.81
2022-09-05,Chitungwiza,23.05,0.265,48.77
2022-09-06,Chitungwiza,22.53,0.301,42.22
2022-09-07,Chitungwiza,23.67,0.049,38.46
2022-09-08,Chitungwiza,21.42,0.879,51.54
2022-09-09,Chitungwiza,19.05,0.463,46.84
2022-09-10,Chitungwiza,20.08,0.063,47.65
2022-09-11,Chitungwiza,22.81,0.103,34.26
2022-09-12,Chitungwiza,20.13,0.212,49.14
2022-09-13,Chitungwiza,21.58,0.165,42.08
2022-09-14,Chitungwiza,21.36,0.055,47.72
2022-09-15,Chitungwiza,22.08,0.477,39.97
2022-09-16,Chitungwiza,18.65,0.038,37.96
2022-09-17,Chitungwiza,20.96,0.041,41.56
2022-09-18,Chitungwiza,21.35,0.038,33.06
2022-09-19,Chitungwiza,18.9,0.188,50.8
2022-09-20,Chitungwiza,22.11,0.062,45.46
2022-09-21,Chitungwiza,17.75,0.209,44.42
2022-09-22,Chitungwiza,20.95,0.115,43.42
2022-09-23,Chitungwiza,22.47,0.052,40.19
2022-09-24,Chitungwiza,19.25,0.703,45.62
2022-09-25,Chitungwiza,17.75,0.137,46.86
2022-09-26,Chitungwiza,18.86,0.091,40.65
2022-09-27,Chitungwiza,20.03,0.188,43.78
2022-09-28,Chitungwiza,20.66,0.69,49.42
2022-09-29,Chitungwiza,19.78,0.04,44.03
2022-09-30,Chitungwiza,19.14,0.165,37.07
2022-10-01,Chitungwiza,16.46,0.463,39.64
2022-10-02,Chitungwiza,22.02,0.132,45.09
2022-10-03,Chitungwiza,17.99,0.002,34.65
2022-10-04,Chitungwiza,17.18,0.316,48.83
2022-10-05,Chitungwiza,16.54,0.937,41.51
2022-10-06,Chitungwiza,18.31,0.53,36.98
2022-10-07,Chitungwiza,15.84,0.006,40.36
2022-10-08,Chitungwiza,18.15,0.465,33.62
2022-10-09,Chitungwiza,18.67,0.085,41.91
2022-10-10,Chitungwiza,21.4,0.005,41.62
2022-10-11,Chitungwiza,18.52,0.398,42.13
2022-10-12,Chitungwiza,19.75,0.391,44.69
2022-10-13,Chitungwiza,20.82,0.29,43.83
2022-10-14,Chitungwiza,20.65,0.608,51.48
2022-10-15,Chitungwiza,16.89,0.12,31.75
2022-10-16,Chitungwiza,18.69,0.134,36.35
2022-10-17,Chitungwiza,17.84,0.285,41.08
2022-10-18,Chitungwiza,16.65,0.596,52.11
2022-10-19,Chitungwiza,17.43,0.002,41.13
2022-10-20,Chitungwiza,17.55,0.165,39.37
2022-10-21,Chitungwiza,18.73,0.581,37.14
2022-10-22,Chitungwiza,15.37,0.297,40.19
2022-10-23,Chitungwiza,19.28,0.14,39.86
2022-10-24,Chitungwiza,17.02,0.498,54.64
2022-10-25,Chitungwiza,16.77,1.303,48.64
2022-10-26,Chitungwiza,17.07,0.321,38.76
2022-10-27,Chitungwiza,17.02,0.2,41.08
2022-10-28,Chitungwiza,18.94,0.053,47.46
2022-10-29,Chitungwiza,15.88,0.427,38.55
2022-10-30,Chitungwiza,17.81,0.179,37.94
2022-10-31,Chitungwiza,18.82,0.422,46.58
2022-11-01,Chitungwiza,18.25,2.298,58.3
2022-11-02,Chitungwiza,18.74,0.308,40.68
2022-11-03,Chitungwiza,18.68,0.699,51.04
2022-11-04,Chitungwiza,20.04,0.163,48.5
2022-11-05,Chitungwiza,17.89,0.061,34.62
2022-11-06,Chitungwiza,19.88,0.022,41.93
2022-11-07,Chitungwiza,17.16,0.953,39.37
2022-11-08,Chitungwiza,18.01,0.347,46.55
2022-11-09,Chitungwiza,16.68,0.262,45.09
2022-11-10,Chitungwiza,19.65,0.052,43.08
2022-11-11,Chitungwiza,17.25,0.062,32.63
2022-11-12,Chitungwiza,16.23,0.069,41.01
2022-11-13,Chitungwiza,17.25,0.194,49.12
2022-11-14,Chitungwiza,16.15,0.085,34.55
2022-11-15,Chitungwiza,18.34,0.475,42.32
2022-11-16,Chitungwiza,15.19,0.054,50.3
2022-11-17,Chitungwiza,16.19,0.35,53.79
2022-11-18,Chitungwiza,17.86,0.321,44.86
2022-11-19,Chitungwiza,19.0,0.261,44.6
2022-11-20,Chitungwiza,18.35,0.108,31.67
2022-11-21,Chitungwiza,17.99,0.083,44.16
2022-11-22,Chitungwiza,16.29,0.647,46.61
2022-11-23,Chitungwiza,18.37,0.108,49.86
2022-11-24,Chitungwiza,16.8,0.505,41.94
2022-11-25,Chitungwiza,15.39,0.28,43.9
2022-11-26,Chitungwiza,19.09,0.443,43.59
2022-11-27,Chitungwiza,18.63,0.01,41.34
2022-11-28,Chitungwiza,18.39,0.126,37.81
2022-11-29,Chitungwiza,15.96,1.844,55.94
2022-11-30,Chitungwiza,16.37,0.111,33.61
2022-12-01,Chitungwiza,16.3,0.02,40.1
2022-12-02,Chitungwiza,17.8,0.241,39.43
2022-12-03,Chitungwiza,19.23,0.724,51.85
2022-12-04,Chitungwiza,18.22,0.451,47.91
2022-12-05,Chitungwiza,20.99,0.056,37.74
2022-12-06,Chitungwiza,17.1,0.228,41.72
2022-12-07,Chitungwiza,16.38,0.93,51.28
2022-12-08,Chitungwiza,19.03,0.01,39.83
2022-12-09,Chitungwiza,15.61,0.16,35.64
2022-12-10,Chitungwiza,19.04,0.028,37.19
2022-12-11,Chitungwiza,18.71,0.425,47.55
2022-12-12,Chitungwiza,16.75,0.287,43.78
2022-12-13,Chitungwiza,18.57,0.022,39.5
2022-12-14,Chitungwiza,16.05,0.066,33.64
2022-12-15,Chitungwiza,18.46,0.033,44.12
2022-12-16,Chitungwiza,19.89,0.137,44.31
2022-12-17,Chitungwiza,18.42,0.096,37.93
2022-12-18,Chitungwiza,16.64,0.414,47.07
2022-12-19,Chitungwiza,18.85,0.225,50.14
2022-12-20,Chitungwiza,17.04,0.08,41.97
2022-12-21,Chitungwiza,16.39,0.032,37.99
2022-12-22,Chitungwiza,16.88,0.674,46.82
2022-12-23,Chitungwiza,20.36,0.047,37.5
2022-12-24,Chitungwiza,18.45,0.278,47.45
2022-12-25,Chitungwiza,17.58,0.08,40.96
2022-12-26,Chitungwiza,19.07,0.073,39.74
2022-12-27,Chitungwiza,20.55,0.133,37.77
2022-12-28,Chitungwiza,19.74,0.325,42.8
2022-12-29,Chitungwiza,18.33,0.058,44.18
2022-12-30,Chitungwiza,18.52,0.174,36.38
2022-12-31,Chitungwiza,19.55,0.38,41.66
2023-01-01,Chitungwiza,16.35,0.424,47.99
2023-01-02,Chitungwiza,20.8,0.489,41.6
2023-01-03,Chitungwiza,20.57,0.129,38.5
2023-01-04,Chitungwiza,20.44,0.195,36.34
2023-01-05,Chitungwiza,17.73,0.068,35.78
2023-01-06,Chitungwiza,16.88,0.132,35.98
2023-01-07,Chitungwiza,18.29,0.114,39.36
2023-01-08,Chitungwiza,20.85,0.123,46.23
2023-01-09,Chitungwiza,19.46,0.032,39.83
2023-01-10,Chitungwiza,19.76,0.045,49.67
2023-01-11,Chitungwiza,18.17,0.016,43.56
2023-01-12,Chitungwiza,20.24,0.054,38.88
2023-01-13,Chitungwiza,20.38,0.01,37.23
2023-01-14,Chitungwiza,19.8,0.045,39.11
2023-01-15,Chitungwiza,18.34,0.008,41.29
2023-01-16,Chitungwiza,19.08,0.236,35.47
2023-01-17,Chitungwiza,18.42,0.02,42.25
2023-01-18,Chitungwiza,18.63,0.088,38.48
2023-01-19,Chitungwiza,20.18,1.572,51.05
2023-01-20,Chitungwiza,20.64,0.4,45.52
2023-01-21,Chitungwiza,22.7,0.273,42.86
2023-01-22,Chitungwiza,20.89,0.059,43.39
2023-01-23,Chitungwiza,18.14,0.1,40.16
2023-01-24,Chitungwiza,20.49,0.103,39.5
2023-01-25,Chitungwiza,20.3,0.228,43.2
2023-01-26,Chitungwiza,19.64,0.61,41.42
2023-01-27,Chitungwiza,19.44,0.23,29.53
2023-01-28,Chitungwiza,20.55,0.052,38.62
2023-01-29,Chitungwiza,22.18,0.242,39.74
2023-01-30,Chitungwiza,22.31,0.461,40.09
2023-01-31,Chitungwiza,22.15,0.111,45.77
2023-02-01,Chitungwiza,19.3,0.049,44.53
2023-02-02,Chitungwiza,19.75,0.041,40.66
2023-02-03,Chitungwiza,22.82,0.014,34.6
2023-02-04,Chitungwiza,21.04,0.198,35.59
2023-02-05,Chitungwiza,19.62,0.396,44.2
2023-02-06,Chitungwiza,22.5,0.078,34.97
2023-02-07,Chitungwiza,20.75,0.002,46.91
2023-02-08,Chitungwiza,21.52,0.19,43.25
2023-02-09,Chitungwiza,22.62,1.166,48.94
2023-02-10,Chitungwiza,23.09,0.24,40.95
2023-02-11,Chitungwiza,23.23,0.153,38.13
2023-02-12,Chitungwiza,21.82,1.159,52.09
2023-02-13,Chitungwiza,24.28,0.233,51.24
2023-02-14,Chitungwiza,24.12,0.401,25.87
2023-02-15,Chitungwiza,23.47,0.102,42.03
2023-02-16,Chitungwiza,22.84,0.381,39.84
2023-02-17,Chitungwiza,24.12,0.241,40.52
2023-02-18,Chitungwiza,22.29,0.209,42.73
2023-02-19,Chitungwiza,20.14,0.183,40.65
2023-02-20,Chitungwiza,24.0,1.065,43.4
2023-02-21,Chitungwiza,25.12,1.051,51.7
2023-02-22,Chitungwiza,22.68,0.801,43.18
2023-02-23,Chitungwiza,22.16,0.523,40.7
2023-02-24,Chitungwiza,23.49,2.396,59.21
2023-02-25,Chitungwiza,21.82,0.47,44.7
2023-02-26,Chitungwiza,23.75,1.226,49.86
2023-02-27,Chitungwiza,22.28,1.906,44.61
2023-02-28,Chitungwiza,23.2,1.702,51.53
2023-03-01,Chitungwiza,23.88,3.53,49.94
2023-03-02,Chitungwiza,24.06,5.515,68.85
2023-03-03,Chitungwiza,22.52,6.333,57.63
2023-03-04,Chitungwiza,24.56,5.584,59.64
2023-03-05,Chitungwiza,24.31,9.807,68.73
2023-03-06,Chitungwiza,24.06,0.648,50.86
2023-03-07,Chitungwiza,23.39,6.144,63.9
2023-03-08,Chitungwiza,25.06,13.687,57.54
2023-03-09,Chitungwiza,24.62,0.731,48.93
2023-03-10,Chitungwiza,24.87,5.071,62.68
2023-03-11,Chitungwiza,23.6,14.158,77.03
2023-03-12,Chitungwiza,20.7,5.382,55.54
2023-03-13,Chitungwiza,23.03,6.899,67.91
2023-03-14,Chitungwiza,26.65,31.903,71.56
2023-03-15,Chitungwiza,28.67,4.581,62.65
2023-03-16,Chitungwiza,25.46,5.433,56.38
2023-03-17,Chitungwiza,23.78,3.682,60.13
2023-03-18,Chitungwiza,23.27,8.398,64.25
2023-03-19,Chitungwiza,26.53,6.309,69.19
2023-03-20,Chitungwiza,27.06,14.834,67.85
2023-03-21,Chitungwiza,23.08,14.567,66.69
2023-03-22,Chitungwiza,23.28,31.855,65.81
2023-03-23,Chitungwiza,27.44,31.02,76.5
2023-03-24,Chitungwiza,25.42,20.227,65.01
2023-03-25,Chitungwiza,23.71,21.49,79.01
2023-03-26,Chitungwiza,27.33,15.085,73.45
2023-03-27,Chitungwiza,26.63,25.467,83.84
2023-03-28,Chitungwiza,24.54,11.398,71.16
2023-03-29,Chitungwiza,25.87,36.968,78.98
2023-03-30,Chitungwiza,26.14,32.023,61.48
2023-03-31,Chitungwiza,28.06,6.343,69.14
2023-04-01,Chitungwiza,27.06,47.044,70.83
2023-04-02,Chitungwiza,25.27,42.305,72.53
2023-04-03,Chitungwiza,27.67,82.358,73.35
2023-04-04,Chitungwiza,26.29,29.685,76.34
2023-04-05,Chitungwiza,27.77,4.936,54.21
2023-04-06,Chitungwiza,23.46,94.96,76.63
2023-04-07,Chitungwiza,27.48,6.241,63.2
2023-04-08,Chitungwiza,27.83,2.211,46.75
2023-04-09,Chitungwiza,28.28,33.921,76.99
2023-04-10,Chitungwiza,25.82,5.746,54.34
2023-04-11,Chitungwiza,26.51,7.763,56.37
2023-04-12,Chitungwiza,26.59,45.855,75.05
2023-04-13,Chitungwiza,27.7,66.799,76.23
2023-04-14,Chitungwiza,25.56,62.072,80.07
2023-04-15,Chitungwiza,29.43,130.328,79.84
2023-04-16,Chitungwiza,25.81,14.379,65.96
2023-04-17,Chitungwiza,29.55,57.671,80.14
2023-04-18,Chitungwiza,26.62,25.786,73.55
2023-04-19,Chitungwiza,26.74,74.31,70.36
2023-04-20,Chitungwiza,26.86,16.238,72.55
2023-04-21,Chitungwiza,28.06,3.859,54.92
2023-04-22,Chitungwiza,27.05,29.297,69.07
2023-04-23,Chitungwiza,30.34,126.704,78.96
2023-04-24,Chitungwiza,30.13,6.733,62.83
2023-04-25,Chitungwiza,28.76,47.952,84.12
2023-04-26,Chitungwiza,28.3,6.001,66.51
2023-04-27,Chitungwiza,30.24,28.014,75.95
2023-04-28,Chitungwiza,24.97,33.008,76.67
2023-04-29,Chitungwiza,25.36,88.467,76.08
2023-04-30,Chitungwiza,28.46,123.57,77.62
2023-05-01,Chitungwiza,26.92,1.864,41.25
2023-05-02,Chitungwiza,28.14,1.266,57.35
2023-05-03,Chitungwiza,26.62,2.401,54.36
2023-05-04,Chitungwiza,26.24,0.758,42.42
2023-05-05,Chitungwiza,26.43,0.657,48.39
2023-05-06,Chitungwiza,28.38,0.978,48.72
2023-05-07,Chitungwiza,24.94,1.729,41.36
2023-05-08,Chitungwiza,31.13,0.819,47.2
2023-05-09,Chitungwiza,26.18,0.104,39.68
2023-05-10,Chitungwiza,25.19,0.357,40.88
2023-05-11,Chitungwiza,28.53,0.924,37.11
2023-05-12,Chitungwiza,27.53,0.238,46.2
2023-05-13,Chitungwiza,25.58,0.879,41.22
2023-05-14,Chitungwiza,29.42,0.434,39.52
2023-05-15,Chitungwiza,27.85,0.686,40.21
2023-05-16,Chitungwiza,27.53,0.405,40.37
2023-05-17,Chitungwiza,28.1,0.722,49.55
2023-05-18,Chitungwiza,28.47,1.259,39.97
2023-05-19,Chitungwiza,28.26,0.609,61.64
2023-05-20,Chitungwiza,25.38,0.702,44.52
2023-05-21,Chitungwiza,26.07,0.924,47.66
2023-05-22,Chitungwiza,27.82,0.59,52.14
2023-05-23,Chitungwiza,28.44,0.861,46.08
2023-05-24,Chitungwiza,28.4,0.39,43.84
2023-05-25,Chitungwiza,31.8,3.416,57.43
2023-05-26,Chitungwiza,28.1,1.504,55.29
2023-05-27,Chitungwiza,24.9,0.37,39.42
2023-05-28,Chitungwiza,24.92,1.401,45.38
2023-05-29,Chitungwiza,28.64,1.743,45.16
2023-05-30,Chitungwiza,26.27,1.586,51.31
2023-05-31,Chitungwiza,27.84,0.133,44.97
2023-06-01,Chitungwiza,27.7,0.75,51.06
2023-06-02,Chitungwiza,25.39,0.602,50.0
2023-06-03,Chitungwiza,28.98,1.472,60.72
2023-06-04,Chitungwiza,29.01,0.411,46.84
2023-06-05,Chitungwiza,26.65,0.126,29.62
2023-06-06,Chitungwiza,27.86,0.944,52.1
2023-06-07,Chitungwiza,28.58,0.172,38.74
2023-06-08,Chitungwiza,26.78,1.287,44.6
2023-06-09,Chitungwiza,27.57,0.227,49.43
2023-06-10,Chitungwiza,31.02,1.81,51.55
2023-06-11,Chitungwiza,28.7,0.516,52.84
2023-06-12,Chitungwiza,25.35,1.176,56.91
2023-06-13,Chitungwiza,28.39,0.24,40.02
2023-06-14,Chitungwiza,25.59,0.035,31.83
2023-06-15,Chitungwiza,29.17,0.056,38.75
2023-06-16,Chitungwiza,27.24,0.153,42.0
2023-06-17,Chitungwiza,26.91,0.067,43.28
2023-06-18,Chitungwiza,28.99,0.675,40.05
2023-06-19,Chitungwiza,26.64,0.231,45.17
2023-06-20,Chitungwiza,24.76,0.097,46.94
2023-06-21,Chitungwiza,26.14,0.269,48.63
2023-06-22,Chitungwiza,27.77,0.208,42.3
2023-06-23,Chitungwiza,25.38,0.259,42.58
2023-06-24,Chitungwiza,28.9,0.111,42.0
2023-06-25,Chitungwiza,26.54,0.082,37.81
2023-06-26,Chitungwiza,23.13,0.173,41.61
2023-06-27,Chitungwiza,25.2,0.022,34.33
2023-06-28,Chitungwiza,23.61,0.545,46.79
2023-06-29,Chitungwiza,24.31,0.129,35.37
2023-06-30,Chitungwiza,27.35,0.188,35.14
2023-07-01,Chitungwiza,26.74,0.063,37.31
2023-07-02,Chitungwiza,28.14,0.04,39.24
2023-07-03,Chitungwiza,26.63,0.374,45.28
2023-07-04,Chitungwiza,24.58,0.474,50.24
2023-07-05,Chitungwiza,25.95,0.104,37.39
2023-07-06,Chitungwiza,25.58,0.592,38.68
2023-07-07,Chitungwiza,28.13,0.357,53.69
2023-07-08,Chitungwiza,27.12,0.43,45.38
2023-07-09,Chitungwiza,28.24,0.26,45.21
2023-07-10,Chitungwiza,27.76,0.471,46.95
2023-07-11,Chitungwiza,27.6,0.045,45.58
2023-07-12,Chitungwiza,25.5,0.169,40.93
2023-07-13,Chitungwiza,26.41,0.204,45.43
2023-07-14,Chitungwiza,24.0,0.28,47.81
2023-07-15,Chitungwiza,27.6,0.124,38.85
2023-07-16,Chitungwiza,24.14,0.023,39.32
2023-07-17,Chitungwiza,24.12,0.019,36.13
2023-07-18,Chitungwiza,24.14,0.518,39.88
2023-07-19,Chitungwiza,24.48,0.02,35.74
2023-07-20,Chitungwiza,23.12,0.503,37.96
2023-07-21,Chitungwiza,26.85,0.322,42.66
2023-07-22,Chitungwiza,25.45,0.942,42.12
2023-07-23,Chitungwiza,23.75,0.83,54.85
2023-07-24,Chitungwiza,27.4,0.209,35.4
2023-07-25,Chitungwiza,23.22,0.218,49.3
2023-07-26,Chitungwiza,25.65,0.188,39.3
2023-07-27,Chitungwiza,26.95,0.609,36.29
2023-07-28,Chitungwiza,25.5,0.471,36.95
2023-07-29,Chitungwiza,25.53,0.409,45.3
2023-07-30,Chitungwiza,23.46,0.148,43.44
2023-07-31,Chitungwiza,25.66,0.5,35.17
2023-08-01,Chitungwiza,23.42,0.242,42.2
2023-08-02,Chitungwiza,25.61,0.89,40.8
2023-08-03,Chitungwiza,24.5,0.237,48.17
2023-08-04,Chitungwiza,22.33,0.239,43.81
2023-08-05,Chitungwiza,25.75,0.427,46.13
2023-08-06,Chitungwiza,23.6,0.406,48.76
2023-08-07,Chitungwiza,23.63,1.244,45.46
2023-08-08,Chitungwiza,22.92,0.241,40.65
2023-08-09,Chitungwiza,23.38,0.159,36.31
2023-08-10,Chitungwiza,22.58,0.224,37.9
2023-08-11,Chitungwiza,22.25,0.24,48.65
2023-08-12,Chitungwiza,22.57,0.141,40.69
2023-08-13,Chitungwiza,23.08,0.144,39.14
2023-08-14,Chitungwiza,22.05,0.119,34.46
2023-08-15,Chitungwiza,24.13,0.463,42.12
2023-08-16,Chitungwiza,23.35,1.256,48.15
2023-08-17,Chitungwiza,24.35,0.062,40.68
2023-08-18,Chitungwiza,25.12,0.256,45.49
2023-08-19,Chitungwiza,21.22,0.222,43.56
2023-08-20,Chitungwiza,22.36,0.026,40.83
2023-08-21,Chitungwiza,22.33,0.771,39.8
2023-08-22,Chitungwiza,19.41,0.144,35.6
2023-08-23,Chitungwiza,22.02,0.069,38.16
2023-08-24,Chitungwiza,24.9,0.06,40.71
2023-08-25,Chitungwiza,21.94,0.234,39.16
2023-08-26,Chitungwiza,21.59,0.013,32.64
2023-08-27,Chitungwiza,23.51,0.724,53.06
2023-08-28,Chitungwiza,20.52,0.018,49.83
2023-08-29,Chitungwiza,19.36,1.137,40.18
2023-08-30,Chitungwiza,21.29,0.046,37.55
2023-08-31,Chitungwiza,18.36,0.233,43.88
2023-09-01,Chitungwiza,19.43,0.46,38.85
2023-09-02,Chitungwiza,22.22,0.194,40.32
2023-09-03,Chitungwiza,20.41,0.088,42.22
2023-09-04,Chitungwiza,22.41,0.284,40.28
2023-09-05,Chitungwiza,22.17,0.131,39.59
2023-09-06,Chitungwiza,21.05,0.359,43.08
2023-09-07,Chitungwiza,19.45,0.089,45.13
2023-09-08,Chitungwiza,23.36,0.239,52.18
2023-09-09,Chitungwiza,21.05,0.187,47.73
2023-09-10,Chitungwiza,19.07,0.495,42.82
2023-09-11,Chitungwiza,21.15,0.639,41.84
2023-09-12,Chitungwiza,19.87,0.067,40.92
2023-09-13,Chitungwiza,22.3,0.426,46.98
2023-09-14,Chitungwiza,19.58,0.184,35.99
2023-09-15,Chitungwiza,20.28,0.072,39.45
2023-09-16,Chitungwiza,21.01,0.06,47.57
2023-09-17,Chitungwiza,19.18,0.407,46.18
2023-09-18,Chitungwiza,20.12,0.302,39.09
2023-09-19,Chitungwiza,20.14,0.184,35.43
2023-09-20,Chitungwiza,21.74,0.05,42.59
2023-09-21,Chitungwiza,22.14,0.092,40.92
2023-09-22,Chitungwiza,19.8,1.345,46.57
2023-09-23,Chitungwiza,19.41,0.041,47.22
2023-09-24,Chitungwiza,20.96,0.336,42.4
2023-09-25,Chitungwiza,21.6,0.285,41.02
2023-09-26,Chitungwiza,17.47,0.153,45.05
2023-09-27,Chitungwiza,18.62,0.699,40.8
2023-09-28,Chitungwiza,22.29,1.542,51.07
2023-09-29,Chitungwiza,19.13,0.25,40.65
2023-09-30,Chitungwiza,16.74,0.585,44.32
2023-10-01,Chitungwiza,20.48,0.209,48.33
2023-10-02,Chitungwiza,19.1,0.296,45.07
2023-10-03,Chitungwiza,18.94,0.31,63.26
2023-10-04,Chitungwiza,17.23,0.341,36.08
2023-10-05,Chitungwiza,19.49,0.048,50.09
2023-10-06,Chitungwiza,18.43,0.269,31.65
2023-10-07,Chitungwiza,18.99,0.085,43.63
2023-10-08,Chitungwiza,20.43,0.024,42.9
2023-10-09,Chitungwiza,18.11,0.651,46.66
2023-10-10,Chitungwiza,17.09,0.524,48.13
2023-10-11,Chitungwiza,17.53,0.111,31.99
2023-10-12,Chitungwiza,19.9,0.038,39.83
2023-10-13,Chitungwiza,18.67,0.712,50.59
2023-10-14,Chitungwiza,17.76,0.414,53.88
2023-10-15,Chitungwiza,17.83,0.027,44.28
2023-10-16,Chitungwiza,18.71,0.461,43.79
2023-10-17,Chitungwiza,19.7,0.495,39.82
2023-10-18,Chitungwiza,17.54,0.266,43.92
2023-10-19,Chitungwiza,18.37,0.351,42.48
2023-10-20,Chitungwiza,18.02,0.263,40.83
2023-10-21,Chitungwiza,18.66,0.138,43.77
