date,district,lat,lon,cases,deaths,population_x,incidence_rate,cfr,rainfall_mm,temperature_c,humidity_pct,year,population_y,pop_density_km2,wash_access_pct,poverty_rate,literacy_rate,health_access_pct,open_defecation_pct,water_trucking_events,ocv_coverage_pct,intervention_count,ocv_events,wash_events,cases_lag1w,cases_lag2w,cases_lag4w,cases_lag8w,cases_lag12w,cases_roll4w_mean,cases_roll4w_std,cases_roll8w_mean,cases_roll8w_std,cases_roll13w_mean,cases_roll13w_std,rainfall_lag2w,rainfall_lag4w,rainfall_anomaly,rainfall_4w_cumulative,wash_rain_interaction,risk_score_raw,week_of_year,month,is_rainy_season,year_idx,cases_log
2021-06-14,Bulawayo,-20.1325,28.6264,22.0,1,653337,3.3673,0.0455,,,,2021,703572,1200,0.6995,0.4245,0.8849,0.687,0.08,2,0.6277,0.0,0.0,0.0,18.0,0.0,11.0,23.0,3.0,7.75,8.341662504161476,11.0,7.928249671720913,12.692307692307692,11.063337466489738,,,,,,,24,6,0,3,3.1354942159291497
2021-06-21,Bulawayo,-20.1325,28.6264,3.0,0,653337,0.4592,0.0,,,,2021,703572,1200,0.6995,0.4245,0.8849,0.687,0.08,2,0.6277,0.0,0.0,0.0,22.0,18.0,2.0,6.0,11.0,10.5,11.12055154507486,10.875,7.717096048940387,13.923076923076923,11.146460861797769,,,,,,,25,6,0,3,1.3862943611198906
2021-06-28,Bulawayo,-20.1325,28.6264,8.0,0,653337,1.2245,0.0,,,,2021,703572,1200,0.6995,0.4245,0.8849,0.687,0.08,2,0.6277,0.0,0.0,0.0,3.0,22.0,0.0,13.0,15.0,10.75,10.87428158546578,10.5,8.053393251117367,13.923076923076923,11.146460861797769,,,,,,,26,6,0,3,2.1972245773362196
2021-07-05,Bulawayo,-20.1325,28.6264,13.0,0,653337,1.9898,0.0,,,,2021,703572,1200,0.6995,0.4245,0.8849,0.687,0.08,2,0.6277,0.0,0.0,0.0,8.0,3.0,18.0,15.0,42.0,12.75,8.770214744615258,9.875,8.025628591313842,13.692307692307692,11.242661424121764,,,,,,,27,7,0,3,2.6390573296152584
2021-07-12,Bulawayo,-20.1325,28.6264,6.0,0,653337,0.9184,0.0,,,,2021,703572,1200,0.6995,0.4245,0.8849,0.687,0.08,2,0.6277,0.0,0.0,0.0,13.0,8.0,22.0,11.0,23.0,11.5,8.103497187428824,9.625,7.872873862646522,13.538461538461538,11.236958252535713,,,,,,,28,7,0,3,1.9459101490553132
2021-07-19,Bulawayo,-20.1325,28.6264,5.0,0,653337,0.7653,0.0,,,,2021,703572,1200,0.6995,0.4245,0.8849,0.687,0.08,2,0.6277,0.0,0.0,0.0,6.0,13.0,3.0,2.0,6.0,7.5,4.203173404306186,9.0,7.946247991527639,10.76923076923077,7.429152555460638,,,,,,,29,7,0,3,1.791759469228055
2021-07-26,Bulawayo,-20.1325,28.6264,3.0,0,653337,0.4592,0.0,,,,2021,703572,1200,0.6995,0.4245,0.8849,0.687,0.08,2,0.6277,0.0,0.0,0.0,5.0,6.0,8.0,0.0,13.0,8.0,3.5590260840104637,9.375,7.633338531917541,9.384615384615385,6.589618875403685,,,,,,,30,7,0,3,1.3862943611198906
2021-08-02,Bulawayo,-20.1325,28.6264,2.0,0,653337,0.3061,0.0,,,,2021,703572,1200,0.6995,0.4245,0.8849,0.687,0.08,2,0.6277,0.0,0.0,0.0,3.0,5.0,13.0,18.0,15.0,6.75,4.349329450233318,9.75,7.166389806390855,9.153846153846153,6.768138023688044,,,,,,,31,8,0,3,1.0986122886681098
2021-08-09,Bulawayo,-20.1325,28.6264,4.0,0,653337,0.6122,0.0,,,,2021,703572,1200,0.6995,0.4245,0.8849,0.687,0.08,2,0.6277,0.0,0.0,0.0,2.0,3.0,6.0,22.0,11.0,4.0,1.8257418583506053,7.75,6.7559497587576125,8.307692307692308,6.932827890846717,,,,,,,32,8,0,3,1.6094379124341003
2021-08-16,Bulawayo,-20.1325,28.6264,1.0,0,653337,0.1531,0.0,,,,2021,703572,1200,0.6995,0.4245,0.8849,0.687,0.08,2,0.6277,0.0,0.0,0.0,4.0,2.0,5.0,3.0,2.0,3.5,1.2909944487358784,5.5,3.5856858280031676,7.461538461538462,6.715844258361242,,,,,,,33,8,0,3,0.6931471805599453
2021-08-23,Bulawayo,-20.1325,28.6264,2.0,0,653337,0.3061,0.0,,,,2021,703572,1200,0.6995,0.4245,0.8849,0.687,0.08,2,0.6277,0.0,0.0,0.0,1.0,4.0,3.0,8.0,0.0,2.5,1.290994448735878,5.25,3.845219666769922,6.6923076923076925,6.848170259086396,,,,,,,34,8,0,3,1.0986122886681098
2021-08-30,Bulawayo,-20.1325,28.6264,3.0,0,653337,0.4592,0.0,,,,2021,703572,1200,0.6995,0.4245,0.8849,0.687,0.08,2,0.6277,0.0,0.0,0.0,2.0,1.0,2.0,13.0,18.0,2.25,1.2583057392118655,4.5,3.8172540616820982,6.6923076923076925,6.848170259086396,,,,,,,35,8,0,3,1.3862943611198906
2021-09-06,Bulawayo,-20.1325,28.6264,4.0,0,653337,0.6122,0.0,,,,2021,703572,1200,0.6995,0.4245,0.8849,0.687,0.08,2,0.6277,0.0,0.0,0.0,3.0,2.0,4.0,6.0,22.0,2.5,1.290994448735878,3.25,1.6690459207925312,6.923076923076923,6.651585505996994,,,,,,,36,9,0,3,1.6094379124341003
2021-09-13,Bulawayo,-20.1325,28.6264,1.0,0,653337,0.1531,0.0,,,,2021,703572,1200,0.6995,0.4245,0.8849,0.687,0.08,2,0.6277,0.0,0.0,0.0,4.0,3.0,1.0,5.0,3.0,2.5,1.290994448735878,3.0,1.3093073414159173,5.846153846153846,5.785702980136338,,,,,,,37,9,0,3,0.6931471805599453
2021-09-20,Bulawayo,-20.1325,28.6264,14.0,0,653337,2.1428,0.0,,,,2021,703572,1200,0.6995,0.4245,0.8849,0.687,0.08,2,0.6277,0.0,0.0,0.0,1.0,4.0,2.0,3.0,8.0,2.5,1.290994448735878,2.5,1.1952286093343532,4.230769230769231,3.2952957923339525,,,,,,,38,9,0,3,2.70805020110221
2021-09-27,Bulawayo,-20.1325,28.6264,2.0,0,653337,0.3061,0.0,,,,2021,703572,1200,0.6995,0.4245,0.8849,0.687,0.08,2,0.6277,0.0,0.0,0.0,14.0,1.0,3.0,2.0,13.0,5.5,5.80229839517642,3.875,4.257346591481589,5.076923076923077,4.232051087859872,,,,,,,39,9,0,3,1.0986122886681098
2021-10-04,Bulawayo,-20.1325,28.6264,5.0,0,653337,0.7653,0.0,,,,2021,703572,1200,0.6995,0.4245,0.8849,0.687,0.08,2,0.6277,0.0,0.0,0.0,2.0,14.0,4.0,4.0,6.0,5.25,5.9651767227244425,3.875,4.257346591481589,4.615384615384615,4.2138355753885035,,,,,,,40,10,0,3,1.791759469228055
2021-10-11,Bulawayo,-20.1325,28.6264,5.0,0,653337,0.7653,0.0,,,,2021,703572,1200,0.6995,0.4245,0.8849,0.687,0.08,2,0.6277,0.0,0.0,0.0,5.0,2.0,1.0,1.0,5.0,5.5,5.916079783099632,4.0,4.276179870598779,4.0,3.3911649915625586,,,,,,,41,10,0,3,1.791759469228055
2021-10-18,Bulawayo,-20.1325,28.6264,11.0,0,653337,1.6837,0.0,,,,2021,703572,1200,0.6995,0.4245,0.8849,0.687,0.08,2,0.6277,0.0,0.0,0.0,5.0,5.0,14.0,2.0,3.0,6.5,5.19615242270665,4.5,4.105745103771392,3.923076923076923,3.3531462454818803,,,,,,,42,10,0,3,2.4849066497880004
2021-10-25,Bulawayo,-20.1325,28.6264,16.0,0,653337,2.449,0.0,,,,2021,703572,1200,0.6995,0.4245,0.8849,0.687,0.08,2,0.6277,0.0,0.0,0.0,11.0,5.0,2.0,3.0,2.0,5.75,3.7749172176354002,5.625,4.5336046837556685,4.384615384615385,3.8845519162115836,,,,,,,43,10,0,3,2.833213344056216
2021-11-01,Bulawayo,-20.1325,28.6264,35.0,0,653337,5.3571,0.0,,,,2021,703572,1200,0.6995,0.4245,0.8849,0.687,0.08,2,0.6277,0.0,0.0,0.0,16.0,11.0,5.0,4.0,4.0,9.25,5.315072906367343,7.25,5.650537269018879,5.384615384615385,5.008966319485799,,,,,,,44,11,1,3,3.58351893845611
2021-11-08,Bulawayo,-20.1325,28.6264,41.0,2,653337,6.2755,0.0488,,,,2021,703572,1200,0.6995,0.4245,0.8849,0.687,0.08,2,0.6277,0.0,0.0,0.0,35.0,16.0,5.0,1.0,1.0,16.75,12.971121771072855,11.125,11.102605871724757,7.923076923076923,9.499662612092564,,,,,,,45,11,1,3,3.7376696182833684
2021-11-15,Bulawayo,-20.1325,28.6264,10.0,0,653337,1.5306,0.0,,,,2021,703572,1200,0.6995,0.4245,0.8849,0.687,0.08,2,0.6277,0.0,0.0,0.0,41.0,35.0,11.0,14.0,2.0,25.75,14.500000000000007,16.125,14.40671966231631,10.76923076923077,13.09041536235478,,,,,,,46,11,1,3,2.3978952727983707
2021-11-22,Bulawayo,-20.1325,28.6264,43.0,1,653337,6.5816,0.0233,,,,2021,703572,1200,0.6995,0.4245,0.8849,0.687,0.08,2,0.6277,0.0,0.0,0.0,10.0,41.0,16.0,2.0,3.0,25.5,14.843629385474888,15.625,14.559606548844059,11.461538461538462,12.764634637775462,,,,,,,47,11,1,3,3.784189633918261
2021-11-29,Bulawayo,-20.1325,28.6264,24.0,2,653337,3.6734,0.0833,,,,2021,703572,1200,0.6995,0.4245,0.8849,0.687,0.08,2,0.6277,0.0,0.0,0.0,43.0,10.0,35.0,5.0,4.0,32.25,15.217862311551302,20.75,16.20185174601965,14.615384615384615,15.086077806697912,,,,,,,48,11,1,3,3.2188758248682006
2021-12-06,Bulawayo,-20.1325,28.6264,18.0,0,653337,2.7551,0.0,,,,2021,703572,1200,0.6995,0.4245,0.8849,0.687,0.08,2,0.6277,0.0,0.0,0.0,24.0,43.0,41.0,5.0,1.0,29.5,15.545631755148031,23.125,14.903858560788878,16.23076923076923,14.861324784788671,,,,,,,49,12,1,3,2.9444389791664403
2021-12-13,Bulawayo,-20.1325,28.6264,21.0,0,653337,3.2143,0.0,,,,2021,703572,1200,0.6995,0.4245,0.8849,0.687,0.08,2,0.6277,0.0,0.0,0.0,18.0,24.0,10.0,11.0,14.0,23.75,14.056433876817177,24.75,13.2638068226498,17.307692307692307,14.401299798887447,,,,,,,50,12,1,3,3.091042453358316
2021-12-20,Bulawayo,-20.1325,28.6264,33.0,0,653337,5.051,0.0,,,,2021,703572,1200,0.6995,0.4245,0.8849,0.687,0.08,2,0.6277,0.0,0.0,0.0,21.0,18.0,43.0,16.0,2.0,26.5,11.269427669584656,26.0,12.212405870378575,18.846153846153847,13.55756955754578,,,,,,,51,12,1,3,3.5263605246161616
2021-12-27,Bulawayo,-20.1325,28.6264,12.0,0,653337,1.8367,0.0,,,,2021,703572,1200,0.6995,0.4245,0.8849,0.687,0.08,2,0.6277,0.0,0.0,0.0,33.0,21.0,24.0,35.0,5.0,24.0,6.480740698407881,28.125,11.691724790270618,20.307692307692307,14.008239333719601,,,,,,,52,12,1,3,2.5649493574615367
2022-01-03,Bulawayo,-20.1325,28.6264,20.0,0,653337,3.0612,0.0,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,12.0,33.0,18.0,41.0,5.0,21.0,8.831760866327862,25.25,12.555590672798198,21.076923076923077,13.168532811602672,,,,,,,1,1,1,4,3.044522437723423
2022-01-10,Bulawayo,-20.1325,28.6264,7.0,0,653337,1.0714,0.0,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,20.0,12.0,21.0,10.0,11.0,21.5,8.660254037844402,22.625,10.875102626773556,22.23076923076923,12.26888915206429,,,,,,,2,1,1,4,2.0794415416798357
2022-01-17,Bulawayo,-20.1325,28.6264,13.0,0,653337,1.9898,0.0,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,7.0,20.0,33.0,43.0,16.0,18.0,11.343133018115715,22.25,11.411147431975703,22.384615384615383,12.045320402120625,,,,,,,3,1,1,4,2.6390573296152584
2022-01-24,Bulawayo,-20.1325,28.6264,13.0,0,653337,1.9898,0.0,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,13.0,7.0,12.0,24.0,35.0,13.0,5.354126134736362,18.5,8.05339325111737,22.53846153846154,11.899687563233075,,,,,,,4,1,1,4,2.6390573296152584
2022-01-31,Bulawayo,-20.1325,28.6264,10.0,0,653337,1.5306,0.0,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,13.0,13.0,20.0,18.0,41.0,13.25,5.31507290636735,17.125,7.918107638282555,22.307692307692307,12.064994925987426,,,,,,,5,1,1,4,2.3978952727983707
2022-02-07,Bulawayo,-20.1325,28.6264,9.0,1,653337,1.3775,0.1111,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,10.0,13.0,7.0,21.0,10.0,10.75,2.8722813232690605,16.125,8.288330867637255,20.384615384615383,11.864080674726129,,,,,,,6,2,1,4,2.302585092994046
2022-02-14,Bulawayo,-20.1325,28.6264,14.0,0,653337,2.1428,0.0,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,9.0,10.0,13.0,33.0,43.0,11.25,2.0615528128088947,14.625,8.36553302887167,17.923076923076923,10.467899649735031,,,,,,,7,2,1,4,2.70805020110221
2022-02-21,Bulawayo,-20.1325,28.6264,11.0,0,653337,1.6837,0.0,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,14.0,9.0,13.0,12.0,24.0,11.5,2.380476142847672,12.25,3.9188190640986242,18.23076923076923,10.272567401854356,,,,,,,8,2,1,4,2.4849066497880004
2022-02-28,Bulawayo,-20.1325,28.6264,11.0,0,653337,1.6837,0.0,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,11.0,14.0,10.0,20.0,18.0,11.0,2.1602468994693482,12.125,3.9438016467073225,15.76923076923077,7.22442438484253,,,,,,,9,2,1,4,2.4849066497880004
2022-03-07,Bulawayo,-20.1325,28.6264,17.0,0,653337,2.602,0.0,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,11.0,11.0,9.0,7.0,21.0,11.25,2.0615528128088947,11.0,2.3299294900428613,14.76923076923077,6.881785695513485,,,,,,,10,3,1,4,2.8903717578961645
2022-03-14,Bulawayo,-20.1325,28.6264,16.0,0,653337,2.449,0.0,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,17.0,11.0,14.0,13.0,33.0,13.25,2.8722813232690605,12.25,2.5495097567963843,14.692307692307692,6.848170259086404,,,,,,,11,3,1,4,2.833213344056216
2022-03-21,Bulawayo,-20.1325,28.6264,28.0,1,653337,4.2857,0.0357,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,16.0,17.0,11.0,13.0,12.0,13.75,3.2015621187164656,12.625,2.875388172552899,14.307692307692308,6.600310792993176,,,,,,,12,3,1,4,3.367295829986474
2022-03-28,Bulawayo,-20.1325,28.6264,14.0,0,653337,2.1428,0.0,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,28.0,16.0,11.0,10.0,20.0,18.0,7.164728420068244,14.5,6.164414002968973,13.923076923076923,5.469027007636372,,,,,,,13,3,1,4,2.70805020110221
2022-04-04,Bulawayo,-20.1325,28.6264,3.0,0,653337,0.4592,0.0,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,14.0,28.0,17.0,9.0,7.0,18.75,6.291528696058979,15.0,5.9039938056490895,14.076923076923077,5.438466978563235,,,,,,,14,4,1,4,1.3862943611198906
2022-04-11,Bulawayo,-20.1325,28.6264,17.0,0,653337,2.602,0.0,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,3.0,14.0,16.0,14.0,13.0,15.25,10.242883708539647,14.25,7.045768740375823,12.76923076923077,5.918246448538675,,,,,,,15,4,1,4,2.8903717578961645
2022-04-18,Bulawayo,-20.1325,28.6264,18.0,0,653337,2.7551,0.0,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,17.0,3.0,28.0,11.0,13.0,15.5,10.27942929673953,14.625,7.110103475236587,13.538461538461538,5.753482780243957,,,,,,,16,4,1,4,2.9444389791664403
2022-04-25,Bulawayo,-20.1325,28.6264,7.0,0,653337,1.0714,0.0,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,18.0,17.0,14.0,11.0,10.0,13.0,6.87992248018345,15.5,7.03054559963673,13.923076923076923,5.880214543443353,,,,,,,17,4,1,4,2.0794415416798357
2022-05-02,Bulawayo,-20.1325,28.6264,4.0,0,653337,0.6122,0.0,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,7.0,18.0,3.0,17.0,9.0,11.25,7.410578025138588,15.0,7.521398046336101,13.461538461538462,6.186212958606453,,,,,,,18,5,0,4,1.6094379124341003
2022-05-09,Bulawayo,-20.1325,28.6264,5.0,1,653337,0.7653,0.2,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,4.0,7.0,17.0,16.0,14.0,11.5,7.0474581706220105,13.375,8.382592507265105,13.0,6.670832032063139,,,,,,,19,5,0,4,1.791759469228055
2022-05-16,Bulawayo,-20.1325,28.6264,8.0,0,653337,1.2245,0.0,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,5.0,4.0,18.0,28.0,11.0,8.5,6.454972243679048,12.0,8.783100656536796,12.692307692307692,6.956826568014724,,,,,,,20,5,0,4,2.1972245773362196
2022-05-23,Bulawayo,-20.1325,28.6264,16.0,1,653337,2.449,0.0625,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,8.0,5.0,7.0,14.0,11.0,6.0,1.8257418583506253,9.5,5.9761430466719645,12.23076923076923,7.061088751670947,,,,,,,21,5,0,4,2.833213344056216
2022-05-30,Bulawayo,-20.1325,28.6264,8.0,0,653337,1.2245,0.0,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,16.0,8.0,4.0,3.0,17.0,8.25,5.439056290693597,9.75,6.227817778782086,12.615384615384615,7.124353321980169,,,,,,,22,5,0,4,2.1972245773362196
2022-06-06,Bulawayo,-20.1325,28.6264,6.0,0,653337,0.9184,0.0,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,8.0,16.0,5.0,17.0,16.0,9.25,4.716990566028329,10.375,5.680480361981467,12.384615384615385,7.228859540509129,,,,,,,23,6,0,4,1.9459101490553132
2022-06-13,Bulawayo,-20.1325,28.6264,8.0,0,653337,1.2245,0.0,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,6.0,8.0,8.0,18.0,28.0,9.5,4.43471156521672,9.0,5.154748157905343,11.538461538461538,7.287150616157436,,,,,,,24,6,0,4,2.1972245773362196
2022-06-20,Bulawayo,-20.1325,28.6264,9.0,0,653337,1.3775,0.0,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,8.0,6.0,16.0,7.0,14.0,9.5,4.43471156521672,7.75,3.654742515847431,10.923076923076923,7.216434235612672,,,,,,,25,6,0,4,2.302585092994046
2022-06-27,Bulawayo,-20.1325,28.6264,0.0,0,653337,0.0,0.0,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,9.0,8.0,8.0,4.0,3.0,7.75,1.2583057392118957,8.0,3.664501525251611,9.461538461538462,5.07634029289116,,,,,,,26,6,0,4,0.0
2022-07-04,Bulawayo,-20.1325,28.6264,2.0,0,653337,0.3061,0.0,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,0.0,9.0,6.0,5.0,17.0,5.75,4.031128874149307,7.5,4.472135954999573,8.384615384615385,5.50058271971341,,,,,,,27,7,0,4,1.0986122886681098
2022-07-11,Bulawayo,-20.1325,28.6264,2.0,0,653337,0.3061,0.0,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,2.0,0.0,8.0,8.0,18.0,4.75,4.4253060157839474,7.125,4.823676724538772,8.307692307692308,5.588449626754164,,,,,,,28,7,0,4,1.0986122886681098
2022-07-18,Bulawayo,-20.1325,28.6264,9.0,0,653337,1.3775,0.0,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,2.0,2.0,9.0,16.0,7.0,3.25,3.9475730941090372,6.375,5.1252177654083235,7.153846153846154,5.177614538345995,,,,,,,29,7,0,4,2.302585092994046
2022-07-25,Bulawayo,-20.1325,28.6264,6.0,0,653337,0.9184,0.0,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,9.0,2.0,0.0,8.0,4.0,3.25,3.9475730941090372,5.5,3.6253078686998563,6.461538461538462,4.095025124371065,,,,,,,30,7,0,4,1.9459101490553132
2022-08-01,Bulawayo,-20.1325,28.6264,6.0,0,653337,0.9184,0.0,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,6.0,9.0,2.0,6.0,5.0,4.75,3.4034296427770614,5.25,3.494894235064298,6.384615384615385,4.093459448487275,,,,,,,31,8,0,4,1.9459101490553132
2022-08-08,Bulawayo,-20.1325,28.6264,4.0,0,653337,0.6122,0.0,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,6.0,6.0,2.0,8.0,8.0,5.75,2.8722813232690596,5.25,3.494894235064298,6.538461538461538,4.03351345221883,,,,,,,32,8,0,4,1.6094379124341003
2022-08-15,Bulawayo,-20.1325,28.6264,1.0,0,653337,0.1531,0.0,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,4.0,6.0,9.0,9.0,16.0,6.25,2.061552812808894,4.75,3.3273756282434546,6.461538461538462,4.074624412453692,,,,,,,33,8,0,4,0.6931471805599453
2022-08-22,Bulawayo,-20.1325,28.6264,8.0,0,653337,1.2245,0.0,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,1.0,4.0,6.0,0.0,8.0,4.25,2.3629078131263594,3.75,3.0589447293376857,5.923076923076923,4.310095483504114,,,,,,,34,8,0,4,2.1972245773362196
2022-08-29,Bulawayo,-20.1325,28.6264,12.0,0,653337,1.8367,0.0,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,8.0,1.0,6.0,2.0,6.0,4.75,2.9860788111948633,4.75,2.964070560178053,5.3076923076923075,3.1723969745449634,,,,,,,35,8,0,4,2.5649493574615367
2022-09-05,Bulawayo,-20.1325,28.6264,2.0,0,653337,0.3061,0.0,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,12.0,8.0,4.0,2.0,8.0,6.25,4.787135538781718,6.0,3.6645015252516098,5.615384615384615,3.6179750675955558,,,,,,,36,9,0,4,1.0986122886681098
2022-09-12,Bulawayo,-20.1325,28.6264,2.0,0,653337,0.3061,0.0,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,2.0,12.0,1.0,9.0,9.0,5.75,5.188127472091152,6.0,3.6645015252516098,5.3076923076923075,3.750213669126339,,,,,,,37,9,0,4,1.0986122886681098
2022-09-19,Bulawayo,-20.1325,28.6264,11.0,0,653337,1.6837,0.0,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,2.0,2.0,8.0,6.0,0.0,6.0,4.898979485566382,5.125,3.6815175442433214,4.846153846153846,3.760455509778717,,,,,,,38,9,0,4,2.4849066497880004
2022-09-26,Bulawayo,-20.1325,28.6264,2.0,0,653337,0.3061,0.0,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,11.0,2.0,12.0,6.0,2.0,6.75,5.500000000000024,5.75,4.23421438150826,5.0,3.9791121287710407,,,,,,,39,9,0,4,1.0986122886681098
2022-10-03,Bulawayo,-20.1325,28.6264,3.0,0,653337,0.4592,0.0,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,2.0,11.0,2.0,4.0,2.0,4.25,4.500000000000029,5.25,4.432026302139586,5.153846153846154,3.804518231571304,,,,,,,40,10,0,4,1.3862943611198906
2022-10-10,Bulawayo,-20.1325,28.6264,6.0,0,653337,0.9184,0.0,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,3.0,2.0,2.0,1.0,9.0,4.5,4.358898943540704,5.125,4.486089611231584,5.230769230769231,3.7450822455108375,,,,,,,41,10,0,4,1.9459101490553132
2022-10-17,Bulawayo,-20.1325,28.6264,11.0,0,653337,1.6837,0.0,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,6.0,3.0,11.0,8.0,6.0,5.5,4.041451884327413,5.75,4.166190448976475,5.538461538461538,3.6197464141240028,,,,,,,42,10,0,4,2.4849066497880004
2022-10-24,Bulawayo,-20.1325,28.6264,4.0,0,653337,0.6122,0.0,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,11.0,6.0,2.0,12.0,6.0,5.5,4.041451884327413,6.125,4.51782185192314,5.6923076923076925,3.8162943497720456,,,,,,,43,10,0,4,1.6094379124341003
2022-10-31,Bulawayo,-20.1325,28.6264,21.0,0,653337,3.2143,0.0,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,4.0,11.0,3.0,2.0,4.0,6.0,3.559026084010475,5.125,3.8706773124535716,5.538461538461538,3.8430756913220225,,,,,,,44,10,0,4,3.091042453358316
2022-11-07,Bulawayo,-20.1325,28.6264,4.0,0,653337,0.6122,0.0,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,21.0,4.0,6.0,2.0,1.0,10.5,7.593857166596362,7.5,6.5683222471843665,6.6923076923076925,5.764613536983092,,,,,,,45,11,1,4,1.6094379124341003
2022-11-14,Bulawayo,-20.1325,28.6264,13.0,0,653337,1.9898,0.0,,,,2022,721161,1200,0.7184,0.376,0.8924,0.6728,0.0782,6,0.477,0.0,0.0,0.0,4.0,21.0,11.0,11.0,8.0,10.0,8.041558721209896,7.75,6.363961030678923,6.6923076923076925,5.764613536983092,,,,,,,46,11,1,4,2.6390573296152584
